location,city,lat,lng,avg_val,count_measurements
BETR001,Hainaut,50.377592,4.4247,31.657818181818183,11
BETR511,Liege,50.583614,5.397446,0.5245,3
BETR240,Oost-Vlaanderen,51.2539648810663,4.20146039512657,1.39925,6
BELAL03,Oost-Vlaanderen,51.0889577240613,3.71611937069602,5.22,3
BETR721,Oost-Vlaanderen,51.1903170419692,3.68729575635199,3.0,1
BETE703,Brussels-Capital Region,50.8386311880319,4.37438828335274,7.666666666666667,3
BETB006,Antwerpen,51.3487952923282,4.33970994711987,26.75,4
BETR831,Antwerpen,51.1702980388321,4.34100506456284,10.4,1
BELHB23,Hainaut,50.428995,4.458681,5.3902,5
BETR502,West-Vlaanderen,50.7934690447113,3.10964187449867,11.539272727272728,11
BELMN01,Antwerpen,51.2286298134603,4.42845417753557,8.195,4
BETR803,Antwerpen,51.0920000379014,4.38010354488249,11.272499999999999,4
BETR834,Antwerpen,51.3204167857085,4.44481061898005,5.45,4
BETR820,Namur,50.095683,4.594763,0.0,1
BETN100,Hainaut,50.4164333599369,4.52113020813044,11.18757142857143,7
BETR510,Antwerpen,51.20951873198,4.43179223079244,3.3739999999999997,5
BETR802,Brussels-Capital Region,50.796632,4.358539,49.16571428571428,7
BETR012,Liege,50.658444,5.627835,8.779571428571428,7
BETR221,Liege,50.624992,5.547464,7.473285714285715,7
BETH201,Limburg,50.8822988262256,5.61887398523951,10.5,4
BETN046,Oost-Vlaanderen,51.150136,3.808735,17.5,6
BETR740,Antwerpen,51.1203841374963,5.02154597760984,25.75,4
BELLD02,Antwerpen,51.2082294722138,4.42155925106527,7.7,2
BETR805,Vlaams-Brabant,50.9413871149913,4.43672076353407,6.505,4
BETR020,Antwerpen,51.236194200299,4.38522368445472,20.0275,8
BELAL01,West-Vlaanderen,50.9453592417478,3.15240159047001,8.765,4
BETM705,Oost-Vlaanderen,51.0406894198246,3.73497147968531,22.3,3
BETR702,Liege,50.6288602602161,6.00232868693696,6.736666666666667,6
BETN066,Hainaut,50.6167184021922,3.45762442718173,19.0,5
BETN060,West-Vlaanderen,51.2458642170723,3.17498420168089,24.738933333333332,15
BETE715,West-Vlaanderen,50.8148738703176,3.32249431903728,6.7,2
BETN052,Oost-Vlaanderen,51.0612776980517,3.77526238964536,7.345000000000001,2
BETR710,Vlaams-Brabant,50.9260951164893,4.39592001413703,16.63625,8
BETE008,Oost-Vlaanderen,51.058332,3.729298,14.4,1
BETR701,Vlaams-Brabant,50.9775413785115,4.83761801569861,35.77428571428571,7
BETN035,Antwerpen,51.2642897846451,4.34127999246466,10.544,5
BETR822,Antwerpen,51.2609897078635,4.42439900693533,25.166666666666668,3
BETM802,Liege,50.6119227069516,5.61114976281943,5.1355,2
BETM204,Oost-Vlaanderen,51.0669879019187,3.68281301720312,1.44275,4
BETE716,Brussels-Capital Region,50.825128,4.384719,3.55,1
BETR002,West-Vlaanderen,51.2545736228328,3.3625358887016,104.25,2
BETN012,Antwerpen,51.2501064987036,4.34210451132214,18.66,4
BETR897,Brussels-Capital Region,50.8407885668979,4.37614906974903,295.0,1
BETB008,Antwerpen,51.2146988167721,4.33220643231032,173.85714285714286,7
BETR815,Hainaut,50.4078101998156,4.39589711703924,94.771,1
BETR512,Antwerpen,51.1928003335933,5.22153407909309,56.167777777777786,9
BELWZ02,Antwerpen,51.252103,4.491362,2.0,2
BETR811,Vlaams-Brabant,50.7952986270859,4.25262845287286,24.87142857142857,7
BETE007,Hainaut,50.409311,4.452172,3.58475,2
BETR501,Limburg,51.1337166964098,5.60665921970447,45.8855,4
BETN027,Antwerpen,51.1771308881904,4.41794863777773,7.0,1
BETR817,Oost-Vlaanderen,51.3182286306783,4.26263372958256,5.996,5
BETR830,West-Vlaanderen,50.9149529612786,3.37621163108602,9.2,2
BELOB02,Antwerpen,51.2558066447111,4.38535982604938,5.553333333333334,3
BETR891,Luxembourg,49.719281,5.630398,28.833333333333332,3
BETN132,West-Vlaanderen,50.953177280636,3.12115559890125,34.641222222222225,9
BELRL01,Liege,50.6122775285323,5.99275271918705,5.533875,4
BETN067,Oost-Vlaanderen,51.2631177172701,4.27888982166783,0.5972083333333332,12
BELAL05,Luxembourg,50.0270290177478,5.59301691406644,2.5066666666666664,3
BETN113,Luxembourg,49.877128,5.202387,23.128500000000003,6
BETN121,Hainaut,50.4651921568256,3.93971432552384,15.8855,4
BETN070,Vlaams-Brabant,50.9549166883318,4.43541698492774,10.673666666666668,6
BETE009,Liege,50.613413,5.570223,2.75,2
BETR222,West-Vlaanderen,50.9172284414243,3.30738579933576,69.36157142857142,7
BELOB01,Liege,50.620671,5.516405,3.5066666666666664,3
BETR223,Oost-Vlaanderen,51.1761001044641,3.86992817275221,19.410222222222217,9
BETE704,Brussels-Capital Region,50.8835598117798,4.38296325180234,1.9,1
BETN043,Brussels-Capital Region,50.8117008944185,4.32838466510102,45.7213,10
BETE013,Antwerpen,51.3139288945411,4.40386813974961,5.41,2
BELSA04,Brussels-Capital Region,50.8580305936746,4.2883363663059,3.4074999999999998,2
BETB011,Limburg,51.082187223911,5.12971807481202,17.499375,8
BETE814,Namur,50.5027163414413,4.98842295409252,4.6355,2
BETN073,Oost-Vlaanderen,51.196063,3.82292,7.8338333333333345,9
BETR750,Vlaams-Brabant,50.9145761375644,4.50418332331232,8.604,5
BELSZ01,Brussels-Capital Region,50.8508105371924,4.34858747427388,105.25,2
BETB004,Vlaams-Brabant,50.7681375136532,4.22519424674671,14.0,6
BETN040,Oost-Vlaanderen,51.1246905122968,3.73950422044193,10.751999999999999,5
BETR731,Antwerpen,51.2336522065588,5.16397884633176,3.86,3
BETN016,West-Vlaanderen,51.01628,2.582323,29.880000000000003,5
BETN029,Limburg,50.7117060941316,5.10315860945395,27.953333333333333,6
BETN054,Antwerpen,51.209663,4.431821,19.880000000000003,5
BETR801,Brussels-Capital Region,50.895101,4.392718,18.824444444444445,9
BETMEU1,Oost-Vlaanderen,51.2906675271431,4.29332947694039,10.93,3
BELAL04,Oost-Vlaanderen,51.2630368232114,4.27888997650593,10.7,2
BETR892,Namur,50.274478,5.235169,10.125,4
BETN093,Oost-Vlaanderen,50.798915604087,3.93029323760176,5.90025,6
BETN051,Oost-Vlaanderen,50.798915604087,3.93029323760176,11.166666666666666,3
